"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1108466","0","CHOPWELL COMMUNITY ASSOCIATION","CHOPWELL COMMUNITY ASSOCIATION, CHOPWELL COMMUNITY CENTRE, DERWENT STREET, CHOPWELL, NEWCASTLE UPON TYNE","NE17 7HS","Blaydon","01207562462","info@chopwellcommunitycentre.co.uk","www.chopwellcommunitycentre.co.uk","30/11/2023","130041","150667","Registered","Charitable company","Provides Human Resources, Provides Buildings/facilities/open Space, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","The charity provides community centre facilites to the local community and beyond.  Room space is hired out to various organisations. Amongst other things it is used as a polling station, councillor meetings, resident groups, blood donor site.  It was also used as a base for victims who were caught up in local flooding within the area last year. It depends on an annual Local Government grant.","TO PROMOTE, PROVIDE AND MAINTAIN THE FACILITIES OF THE CHARITY FOR THE BENEFIT OF THE INHABITANTS OF THE AREA, WITHOUT DISTINCTION OF SEX, OR OF POLITICAL, RELIGIOUS AND OTHER OPINIONS BY ASSOCIATING TOGETHER THE INHABITANTS, VOLUNTARY ORGANISATIONS AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL AND PERSONAL EDUCATION, HEALTH AND WELFARE, RECREATION AND LEISURE TIME, ACTIVITIES WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS."
"1108891","0","ANGLO ASIAN FRIENDSHIP SOCIETY","3 CUTHBERT WALK, NEWCASTLE UPON TYNE","NE3 1BH","Newcastle upon Tyne North","01912850882","info@anglo-asian.org","www.anglo-asian.org","02/01/2023","52324","49456","Registered","Other","Provides Other Finance, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Arts/culture/heritage/science, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","-Free advice & advocacy surgeries: legal health, finance, benefits, immigration & faith.-Spiritual counselling-International free eye camps-Disaster relief & rehabilitation-Inter-faith dialogue forums in UK, Pakistan and Israel-Lobbying & advocacy","1.	THE RELIEF OF POVERTY, HARDSHIP THROUGHOUT THE WORLD BY SUCH EXCLUSIVELY CHARITABLE MEANS AS THE TRUSTEES SHALL FROM TIME TO TIME DETERMINE.
2.	THE RELIEF OF SICKNESS AND THE PROTECTION AND PROMOTION OF GOOD HEALTH, IN PARTICULAR BUT NOT BY WAY OF LIMITATION AMONG THOSE RESIDING EITHER PERMANENTLY OR TEMPORARILY IN NEWCASTLE-UPON-TYNE, BY SUCH EXCLUSIVELY CHARITABLE  MEANS AS THE TRUSTEES SHALL FROM TIME TO TIME DETERMINE
3.	THE PROMOTION FOR THE PUBLIC BENEFIT THROUGHOUT THE UK OF GOOD RACE RELATIONS BETWEEN PERSONS OF DIFFERING RACIAL GROUPS BY SUCH EXCLUSIVELY CHARITABLE MEANS AS THE TRUSTEES SHALL FROM TIME TO TIME DETERMINE.
4. TO PROMOTE RELIGIOUS HARMONY FOR THE BENEFIT OF THE PUBLIC BY RAISING AWARENESS AND UNDERSTANDING OF. IN PARTICULAR BUT NOT EXCLUSIVELY, THE HINDU, SIKH AND MUSLIM RELIGIONS, TO PROMOTE RESPECT, TOLERANCE AND HARMONY BETWEEN DIFFERING CULTURES, RELIGIONS AND COMMUNITIES."
"1110141","0","VISION SHAPERS INTERNATIONAL","11 GAYLE MOOR CLOSE, INGLEBY BARWICK, STOCKTON-ON-TEES","TS17 0QL","Stockton South","07756376652","tellvsi@gmail.com","www.visionshapers-international.org.uk","31/03/2023","18030","10073","Registered","Other","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","1)	advance the Christian Faith 2) 	relieve poverty, sickness and distress of women and their families, particularly, but not exclusively those who are homelessness, unemployed or have suffered bereavement, by the provision of financial or other assistance; 3)	advance education for the benefit of the public, on the basis of Christian principles.","(1)  TO ADVANCE THE CHRISTIAN FAITH IN ACCORDANCE WITH THE STATEMENT OF BELIEFS ATTACHED TO THIS DEED INCLUDING THE PREACHING AND PROCLAMATION OF THE CHRISTIAN GOSPEL AND THE TEACHING OF CHRISTIAN DOCTRINE AND PRINCIPLES AND THE PASTORAL CARE OF CHRISTIAN PEOPLE;
(2)  TO RELIEVE POVERTY, SICKNESS AND DISTRESS OF WOMEN AND THEIR FAMILIES, PARTICULARLY, BUT NOT EXCLUSIVELY THOSE WHO ARE HOMELESS, UNEMPLOYED OR HAVE SUFFERED BEREAVEMENT, BY THE PROVISION OF FINANCIAL OR OTHER ASSISTANCE AS THE TRUSTEES SHALL IN THEIR DISCRETION THINK FIT; AND
(3)  TO ADVANCE EDUCATION FOR THE BENEFIT OF THE PUBLIC, ON THE BASIS OF CHRISTIAN PRINCIPLES IN SUCH WAYS AS THE TRUSTEES SHALL IN THEIR DISCRETION THINK FIT.
THE TRUSTEES SHALL PURSUE SUCH OTHER CHARITABLE PURPOSES AS THEY SHALL FROM TIME TO TIME THINK FIT ON THE BASIS OF CHRISTIAN PRINCIPLES."
"1113088","0","NORTH EAST WAR MEMORIALS PROJECT","14 PARK ROAD NORTH, CHESTER LE STREET","DH3 3SD","North Durham","01913883667","john@newmp.org.uk","www.newmp.org.uk","31/12/2023","2962","9092","Registered","Other","Provides Human Resources, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Researching War Memorials in the area between the River Tweed and Tees. The results are available to the general public through our website www.newmp.org.uk.","TO EDUCATE THE PUBLIC, ASSIST HISTORICAL RESEARCH FOR THE PUBLIC BENEFIT, AND FOSTER PATRIOTISM AND GOOD CITIZENSHIP BY PUBLISHING AND MAINTAINING AN INVENTORY  AND CATALOGUE OF WAR MEMORIALS IN NORTH EAST ENGLAND."
"1113853","0","JESMOND CHORAL GROUP","59 QUEENS TERRACE, NEWCASTLE UPON TYNE","NE2 2PL","Newcastle upon Tyne East","01912814648","","","31/08/2023","8382","8716","Registered","Other","Other Charitable Activities","Education/training, Arts/culture/heritage/science","The General Public/mankind","Choral workshops and concerts.","TO PROMOTE, IMPROVE, DEVELOP AND MAINTAIN PUBLIC EDUCATION AND APPRECIATION OF THE ART AND SCIENCE OF MUSIC IN ALL ITS ASPECTS BY THE PRESENTATION OF PUBLIC CONCERTS AND RECITALS AND BY SUCH OTHER WAYS AS THE CHARITY THROUGH ITS EXECUTIVE COMMITTEE SHALL DETERMINE FROM TIME TO TIME."
"1113970","0","REAL CARE LTD","Learning For Life, Herbert Street, CONSETT, County Durham","DH8 6AE","North West Durham","01207 509936","info@learninglife.org.uk","www.learninglife.org.uk","31/08/2023","1297427","1149437","Registered","Charitable company","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Recreation","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","We are a North East Specialist day College for people aged 16+ with Special Educational Needs. Our primary aim is to provide education, care and support for our learners in a safe, nurturing and stimulating environment. We offer a wide range of innovative and engaging activities to widen and enhance their learning experience. Promoting independence, communication and choice at all times.","TO ADVANCE AND SUPPORT THE POST 16 EDUCATION OF PUPILS FROM SPECIAL SCHOOLS WITHIN THE NORTH EAST REGION, THEIR FAMILIES, AND WIDER COMMUNITIES BY:
PROVIDING POST-SECONDARY, NON-TERTIARY EDUCATION, AND CARE FOR YOUNG PEOPLE WITH PROFOUND AND MULTIPLE LEARNING DIFFICULTIES;
PROVIDING A STIMULATING AND EFFECTIVE LEARNING ENVIRONMENT (LEARNING FOR LIFE) FOR ALL YOUNG PEOPLE, INCLUDING THOSE EXPERIENCING MORE PROFOUND AND MULTIPLE LEARNING AND PHYSICAL DIFFICULTIES; 
PROVIDING A CARE AND SUPPORT FACILITY WHICH PROVIDES A NURTURING ENVIRONMENT FOR YOUNG PEOPLE WITH MORE PROFOUND DISABILITIES AND INVOLVEMENT IN THE WIDER COMMUNITY; 
DEVELOPING FURTHER PROVISION AS YOUNG PEOPLE PROGRESS INTO WORK AND INDEPENDENT LIVING."
"1114612","0","SLAM COMMUNITY DEVELOPMENT TRUST LIMITED","SPECTRUM LEISURE COMPLEX, HUNWICK LANE, WILLINGTON, DURHAM","DL15 0JA","North West Durham","01388747000","slam@slamcdt.co.uk","www.spectrumleisurecentre.com","31/12/2021","220546","284277","Registered","Charitable company","Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Amateur Sport, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","SLAM CDT PROVIDE FACILITIES FOR THE LOCAL COMMUNITY TO ENGAGE IS SPORTING, CULTURAL ACTIVITIES AS WELL AS PROVIDING MEETING SPACES. SLAM CDT ALSO OPERATE A COMMUNITY OUTREACH PROGRAMME TO PROVIDE HEALTH FITNESS AND EDUCATION TO YOUNG PEOPLE IN THE COMMUNITY. SLAM CDT ALSO OPERATE A COMMUNITY TRANSPORT OPERATION","TO PROMOTE THE EDUCATION OF CHILDREN, YOUNG PERSONS AND THE GENERAL PUBLIC AND TO IMPROVE THE QUALITY OF LIFE OF ALL SUCH PERSONS BY PROVIDING SPORTING AND RECREATIONAL FACILITIES FOR THE COMMUNITY OF WEAR VALLEY AND OTHER SURROUNDING DISTRICTS. 
TO PROVIDE OR ASSIST IN THE PROVISION OF THE FACILITIES IN THE INTEREST OF THE SOCIAL WELFARE FOR THE RECREATION AND LEISURE TIME OCCUPATION OF PERSONS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE."
"1116695","0","THE NORTHUMBRIA REGION U3A","9 WEST END TERRACE, COCKFIELD, BISHOP AUCKLAND","DL13 5ET","Bishop Auckland","01388710741","janem1947@hotmail.com","www.nru3a.co.uk","31/12/2023","931","2219","Registered","Other","Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, Arts/culture/heritage/science","Elderly/old People","The advancement of education and, in particular, the education of older people and those who are retired from full time work by all means, including associated activities conducive to learning and personal development.","TO PROMOTE FOR THE BENEFIT OF MEN AND WOMEN WHO ARE NO LONGER IN FULL TIME GAINFUL EMPLOYMENT (THE BENEFICIARIES), THE ACTIVITIES OF THE THIRD AGE TRUST AND IN PARTICULAR THE INDIVIDUAL U3AS OF THAT CHARITY OPERATING WITHIN THE NORTHUMBRIA REGION, BY ASSOCIATING TOGETHER SAID U3AS IN A COMMON EFFORT TO ENHANCE FACILITIES FOR THE EDUCATION AND LEISURE TIME OCCUPATION FOR THE BENEFICIARIES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE. SAID U3AS, IN THIS DOCUMENT, TO BE CALLED ""THE MEMBERS."""
"1116720","0","NORTHERN REGIONAL BRASS BAND TRUST","11 Penryn Way, Meadowfield, DURHAM","DH7 8UU","City of Durham","01913784249","overture@durhammusic.co.uk","http://www.brassbandtrust.co.uk/","30/09/2023","102","300","Registered","Other","Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance the education of the children, young people, and adults involved with Brass Bands and develop the art of Brass Band music-making for the benefit of the general public, in particular within the counties of North Yorkshire, Cumbria, Cleveland, County Durham, Tyne and Wear, and Northumberland, by the provision and support of training and public performance of a range of works","TO ADVANCE THE EDUCATION OF THE CHILDREN, YOUNG PEOPLE, AND ADULTS INVOLVED WITH BRASS BANDS AND DEVELOP THE ART OF BRASS BAND MUSIC-MAKING FOR THE BENEFIT OF THE GENERAL PUBLIC, IN PARTICULAR WITHIN THE COUNTIES OF NORTH YORKSHIRE, CUMBRIA, CLEVELAND, COUNTY DURHAM, TYNE AND WEAR, AND NORTHUMBERLAND, BY THE PROVISION AND SUPPORT OF TRAINING AND PUBLIC PERFORMANCE OF A RANGE OF WORKS."
"1116957","0","CHILLI STUDIOS (NEWCASTLE AND GATESHEAD ARTS STUDIO) LIMITED","BLACKFRIARS CENTRE, NEWBRIDGE STREET, NEWCASTLE UPON TYNE, Tyne and Wear","NE1 2TQ","Newcastle upon Tyne East","01912094058","carole@chillistudios.co.uk","www.chillistudios.co.uk","31/03/2023","254094","248429","Registered","Charitable company","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Economic/community Development/employment","Other Defined Groups, The General Public/mankind","Aim: Improving Mental Health through creativity. To use creativity as a tool to influence positive changes in people's mental wellbeing and attitudes towards mental health.To achieve this we run a service 4 days a week, this provides an innovative range of creative based services that are directed at improving and enhancing the quality of life, health and social integration of its members.","TO ADVANCE THE EDUCATION OF THE PUBLIC IN PARTICULAR PERSONS SUFFERING FROM THE EFFECTS OF MENTAL ILLNESS AND MENTAL HEALTH PROBLEMS LIVING IN NEWCASTLE AND GATESHEAD (HERE-IN AFTER CALLED THE ""AREA OF BENEFIT"") THROUGH THE USE AND PROMOTION OF ART AND ARTISTIC AND CREATIVE ACTIVITIES."
"1116989","0","FOREST HALL PRIMARY SCHOOL PTA","Forest Hall Primary School, Delaval Road, Forest Hall, NEWCASTLE UPON TYNE","NE12 9BA","North Tyneside","0191 200 8341","foresthall.primary@northtyneside.gov.uk","","31/08/2022","0","0","Registered","Other","Provides Human Resources","Education/training, Arts/culture/heritage/science, Amateur Sport","Children/young People","School based fund raising for extra curricula actives and equipment for the children attending the school","TO ADVANCE THE EDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY:
1) DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF, PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL.
2) ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICH SUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS"
"1117855","0","NORTH EAST MARITIME TRUST","North East Maritime Trust, Fishermen's  Workshops, 2/3 Wapping Street, South Shields","NE33 1LQ","South Shields","01914276321","Info@nemaritimetrust.org.uk","www.nemaritimetrust.org.uk","30/09/2023","33354","32483","Registered","Charitable company","Provides Buildings/facilities/open Space, Provides Services, Acts As An Umbrella Or Resource Body, Other Charitable Activities","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Elderly/old People, Other Defined Groups, The General Public/mankind","The support of maritime heritage including conservation, restoration and construction when appropriate.","TO EDUCATE THE PUBLIC IN RELATION TO THE MARITIME HERITAGE OF THE UNITED KINGDOM, ESPECIALLY THE NORTH EAST OF ENGLAND."
"1118640","0","NEWCASTLE LISHI ARTS","11 The Wynd, Amble, MORPETH, Northumberland","NE65 0LF","Berwick-upon-Tweed","07751046828","newcastlelishiarts@gmail.com","https://lishi.org/classes/newcastle/#booknow","31/03/2024","9565","10800","Registered","Other","Provides Human Resources, Provides Services","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","The General Public/mankind","Newcastle Lishi Arts promotes and organises taught classes in Lishi which is a Chinese form of movement and exercise dance. The benefits of Lishi to participants health, happiness and wellbeing and many and varied. The charity is run by volunteers.","THE PROMOTION OF HEALTH THROUGH EDUCATION IN THE RECREATIONAL PHYSICAL ACTIVITY PROGRAMMES OF WEIHAI LISHI QUANFA' TO BENEFIT THE COMMUNITY OF NEWCASTLE UPON TYNE"
"1120746","0","TYNE THEATRE AND OPERA HOUSE PRESERVATION TRUST","Tyne Theatre and Opera House, 117 Westgate Road, NEWCASTLE UPON TYNE","NE1 4AG","Newcastle upon Tyne Central","0191 243 1171","MICHAEL.WILMOT@TYNETHEATREANDOPERAHOUSE.UK","http://tynetheatreandoperahouse.uk/","31/03/2023","1531558","1237874","Registered","Charitable company","Provides Buildings/facilities/open Space","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, The General Public/mankind","To acquire, restore and preserve for the benefit of the public at large the Grade One Listed Building known as The Tyne Theatre and Opera House.","1 TO ACQUIRE, RESTORE AND PRESERVE FOR THE BENEFIT OF THE PUBLIC AT LARGE THE GRADE ONE LISTED BUILDING KNOWN AS THE TYNE THEATRE AND OPERA HOUSE;
2 THE ADVANCEMENT OF PUBLIC EDUCATION IN ALL ASPECTS OF THE DRAMATIC ARTS BY THE PRESENTATION AND PRODUCTION OF PLAYS AND OTHER EXPRESSIONS OF DRAMA INCLUDING THE COMMISSIONING OF NEW WORKS AND THE MOUNTING OF PUBLIC PERFORMANCES AND THE MOUNTING OF CLASSES, EXHIBITIONS AND DEMONSTRATIONS OF DRAMATIC ARTS AND THEATRE TECHNOLOGY;
3 THE ADVANCEMENT OF PUBLIC EDUCATION IN THEATRE TECHNOLOGY BY THE PRESERVATION, CONSERVATION AND EXHIBITION OF MACHINERY AND TECHNOLOGY OF THE PERFORMING ARTS AND THE INTERPRETATION OF SUCH ARTEFACTS AND THEIR HISTORICAL CONTEXT;
4 THE ADVANCEMENT OF PUBLIC EDUCATION IN ALL ASPECTS OF THE ARTS INCLUDING MUSIC AND MUSIC THEATRE, DRAMA, DECORATIVE AND VISUAL ARTS, DANCE, BALLET, CIRCUS, MUSIC HALL AND COMEDY VARIETY PERFORMANCE."
"1120948","0","THE LITERARY AND PHILOSOPHICAL SOCIETY OF NEWCASTLE-UPON-TYNE","LITERARY & PHILOSOPHICAL SOCIETY, 23 WESTGATE ROAD, NEWCASTLE UPON TYNE","NE1 1SE","Newcastle upon Tyne Central","01912320192","library@litandphil.org.uk","www.litandphil.org.uk","31/12/2023","479311","526556","Registered","Charitable company","Provides Buildings/facilities/open Space, Provides Services","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","The General Public/mankind","Promoting education in the North East of England, with particular reference to language, literature, philosophy, science, history, music and the fine arts by maintaining a library, providing educational lectures and events; raising funds by charging subscriptions and making other charges for the exclusive purposes of the charity and by such other charitable means as the charity may think fit.","THE ADVANCEMENT OF THE EDUCATION OF THE INHABITANTS OF NEWCASTLE UPON TYNE AND THE SURROUNDING REGION BY PROMOTING THE STUDY OF LANGUAGE, LITERATURE, PHILOSOPHY, SCIENCE, HISTORY, MUSIC AND THE FINE ARTS BY THE FOLLOWING MEANS:
1) BY PROVING AND MAINTAINING A LIBRARY FOR THE USE OF THE SAID INHABITANTS;
2) BY PROVIDING UNIVERSITY EXTENSION AND OTHER EDUCATIONAL LECTURES AND CLASSES FOR THE SAID INHABITANTS;
3) BY RAISING FUNDS BY CHARGING SUBSCRIPTIONS AND MAKING OTHER CHARGES, SUCH FUNDS TO BE APPLIED EXCLUSIVELY FOR THE PURPOSES OF THE CHARITY;
4) BY SUCH OTHER CHARITABLE MEANS AS THE CHARITY MAY THINK FIT."
"1123695","0","FAMILY EMPOWERMENT NETWORK INTERNATIONAL","G10 Tottenham Town Hall, Town Hall Approach Road, LONDON","N15 4RY","Tottenham","07526622237","family.empowerment.network@gmail.com","https://fenetinternational.org.uk/","31/03/2024","5200","5050","Registered","Other","Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","Family Empowerment Network International ( FENINT) provides services to disadvantaged communities in the UK and in Africa and projects include the provision of education and training, Health and well-being, Advice, information and signposting, economic development, and empowerment, environmental protection and community cohesion.","THE CHARITY'S OBJECTS(""THE OBJECTS"") ARE FOR THE BENEFIT OF THE PUBLIC AND PRIMARILY BUT NOT EXCLUSIVELY FOR FAMILIES (A) IN THE UK AND (B) IN AFRICA BY;
1)PRESERVING AND PROTECTING THE HEALTH IN PARTICULAR BUT NOT EXCLUSIVELY BY HELPING TO CONTROL INFECTION SUCH AS HIV/AIDS, SEXUAL TRANSMITTED INFECTIONS, TB AND MALARIA, AND BY ASSISTING THOSE AT RISK OF MALNUTRITION AND BY PROVIDING SUCH PERSONS WITH FREE AND CONFIDENTIAL ADVICE, COUNSELLING
2) ADVANCING EDUCATION/TRAINING AND RELIEVING FINANCIAL HARDSHIP AMONGST THOSE SEEKING ASYLUM AND THOSE GRANTED REFUGEE STATUS PARTICULARLY BY THE PROVISION OF ADVICE REFERRALS/SIGNPOSTING;
3) PROVIDING FACILITIES IN THE INTEREST OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING CONDITION OF LIFE, AND  ASSISTING THEM ADAPT WITHIN NEW COMMUNITIES"
"1124769","0","SANGINI","126 Talbot Road, SOUTH SHIELDS","NE34 0RG","South Shields","01914566039","projectsangini@gmail.com","https://sanginiafriend.wordpress.com","31/03/2023","86708","43660","Registered","Other","Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Sangini believes in creative interventions and creates various approaches to address issues, such as mental health, domestic violence, gender equality. The activities include: 	Arts projects	Artists commissioning	Educational workshops0001","TO PROMOTE FOR THE BENEFIT OF WOMEN OF ALL AGES, IN PARTICULAR WOMEN FROM MINORITY ETHNIC COMMUNITIES IN THIS COUNTRY AND ABROAD, ALTHOUGH WITH PARTICULAR PREFERENCE TO THOSE LIVING IN THE NORTH EAST, ESPECIALLY IN THE TYNE & WEAR REGION, THE FOLLOWING CHARITABLE PURPOSES:
1 THE RELIEF OF POVERTY
2 THE PRESERVATION AND PROTECTION OF GOOD PHYSICAL AND MENTAL HEALTH
3 THE ADVANCEMENT OF EDUCATION
4 THE PROMOTION OF EQUALITY AND DIVERSITY; AND
5 THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE."
"1125227","0","NEWCASTLE CHINESE HEALTHY LIVING CENTRE","2 West Pelton House, West Pelton, STANLEY, County Durham","DH9 6SG","North Durham","07944582848","enquiry@nchlc.org.uk","www.nchlc.org.uk","31/03/2024","4806","5070","Registered","Other","Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Recreation","People Of A Particular Ethnic Or Racial Origin","Weekly activities:Tai Chi, dancing & singing classes; Monthly activities: health talk, health walk, cooking & arts and crafts class; Annual: thematic conference & outing; Others: BME advocacy and Shelter Housing drop-in advice sessions,food safety certificate courses; We also actively participate in City Council's, BEACON's and a number of large organisations' activities.","TO PROMOTE ANY CHARITABLE PURPOSES FOR THE BENEFIT OF PEOPLE OF CHINESE ETHNIC ORIGIN IN THE AREA OF BENEFIT AND, IN PARTICULAR, THE ADVANCEMENT OF EDUCATION RELATING TO HEALTH ISSUES, THE PROTECTION OF HEALTH AND THE RELIEF OF POVERTY, DISTRESS AND SICKNESS."
"1126048","0","SOUTH MOUNTAIN CHINESE OLDER PEOPLE'S ASSOCIATION","BRUNSWICK METHODIST CHURCH, BRUNSWICK PLACE, NEWCASTLE UPON TYNE","NE1 7BJ","Newcastle upon Tyne Central","07589701143","iamstephen888@hotmail.com","","31/03/2024","8889","8038","Registered","Other","Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage","Elderly/old People, People Of A Particular Ethnic Or Racial Origin","Activities provided by South Mountain Chinese Older People's Association include: weekly lunch gathering, bi-weekly health check-up, singing, Mah-Jong (Chinese Dominos) and cards, keep-fit exercise, talks by relevant service providers, welfare rights support by a Chinese worker from Welfare Rights Newcastle, advocacy service, outings and celebrations of major Chinese festivals.","1. TO RELIEVE PEOPLE OF (BUT NOT LIMITED TO) ELDERLY ORIENTAL ORIGIN RESIDENT IN AND
AROUND THE COUNTY OF TYNE AND WEAR AREA WHO ARE IN NEED BY PROVIDING SERVICES
OR FACILITIES CALCULATED TO RELIEVE THE NEEDS OF SUCH PERSONS AND TO PROVIDE OR ASSIST
IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR
OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY
REASON OF THEIR AGE WITH THE OBJECT OF IMPROVING THEIR CONDITIONS AND QUALITY OF LIFE
AND SOCIAL INTEGRATION.
2. THE PROMOTION OF RACIAL HARMONY FOR THE PUBLIC BENEFIT BY RAISING THE AWARENESS
ABOUT DIFFERENT RACIAL GROUPS AND TO PROMOTE GOOD RELATIONS BETWEEN PERSONS OF
DIFFERENT RACIAL GROUPS."
