"DATE","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2016-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.8,"A","F"
"2016-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-03","E08000021","Total","Aged 16-24","Claimant count",1240,"A","F"
"2016-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-03","E08000021","Total","Aged 25-49","Claimant count",3135,"A","F"
"2016-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-03","E08000021","Total","Aged 50+","Claimant count",1235,"A","F"
"2016-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-04","E08000021","Total","All categories: Age 16+","Claimant count",5450,"A","F"
"2016-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2016-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-04","E08000021","Total","Aged 16-24","Claimant count",1190,"A","F"
"2016-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-04","E08000021","Total","Aged 25-49","Claimant count",3060,"A","F"
"2016-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-04","E08000021","Total","Aged 50+","Claimant count",1200,"A","F"
"2016-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-05","E08000021","Total","All categories: Age 16+","Claimant count",5390,"A","F"
"2016-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2016-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-05","E08000021","Total","Aged 16-24","Claimant count",1130,"A","F"
"2016-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-05","E08000021","Total","Aged 25-49","Claimant count",3055,"A","F"
"2016-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-05","E08000021","Total","Aged 50+","Claimant count",1205,"A","F"
"2016-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-06","E08000021","Total","All categories: Age 16+","Claimant count",5310,"A","F"
"2016-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2016-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-06","E08000021","Total","Aged 16-24","Claimant count",1140,"A","F"
"2016-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-06","E08000021","Total","Aged 25-49","Claimant count",2985,"A","F"
"2016-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-06","E08000021","Total","Aged 50+","Claimant count",1185,"A","F"
"2016-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-07","E08000021","Total","All categories: Age 16+","Claimant count",5235,"A","F"
"2016-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.6,"A","F"
"2016-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-07","E08000021","Total","Aged 16-24","Claimant count",1110,"A","F"
"2016-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-07","E08000021","Total","Aged 25-49","Claimant count",2925,"A","F"
"2016-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-07","E08000021","Total","Aged 50+","Claimant count",1195,"A","F"
"2016-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-08","E08000021","Total","All categories: Age 16+","Claimant count",5240,"A","F"
"2016-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.6,"A","F"
"2016-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-08","E08000021","Total","Aged 16-24","Claimant count",1140,"A","F"
"2016-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-08","E08000021","Total","Aged 25-49","Claimant count",2910,"A","F"
"2016-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-08","E08000021","Total","Aged 50+","Claimant count",1190,"A","F"
"2016-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-09","E08000021","Total","All categories: Age 16+","Claimant count",5305,"A","F"
"2016-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.6,"A","F"
"2016-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-09","E08000021","Total","Aged 16-24","Claimant count",1155,"A","F"
"2016-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-09","E08000021","Total","Aged 25-49","Claimant count",2910,"A","F"
"2016-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-09","E08000021","Total","Aged 50+","Claimant count",1240,"A","F"
"2016-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-10","E08000021","Total","All categories: Age 16+","Claimant count",5465,"A","F"
"2016-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2016-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-10","E08000021","Total","Aged 16-24","Claimant count",1190,"A","F"
"2016-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-10","E08000021","Total","Aged 25-49","Claimant count",2975,"A","F"
"2016-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-10","E08000021","Total","Aged 50+","Claimant count",1300,"A","F"
"2016-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-11","E08000021","Total","All categories: Age 16+","Claimant count",5450,"A","F"
"2016-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2016-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-11","E08000021","Total","Aged 16-24","Claimant count",1195,"A","F"
"2016-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-11","E08000021","Total","Aged 25-49","Claimant count",2935,"A","F"
"2016-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-11","E08000021","Total","Aged 50+","Claimant count",1325,"A","F"
"2016-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-12","E08000021","Total","All categories: Age 16+","Claimant count",5495,"A","F"
"2016-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2016-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-12","E08000021","Total","Aged 16-24","Claimant count",1145,"A","F"
"2016-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-12","E08000021","Total","Aged 25-49","Claimant count",3010,"A","F"
"2016-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-12","E08000021","Total","Aged 50+","Claimant count",1340,"A","F"
"2016-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-01","E08000021","Total","All categories: Age 16+","Claimant count",5750,"A","F"
"2017-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.9,"A","F"
"2017-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-01","E08000021","Total","Aged 16-24","Claimant count",1120,"A","F"
"2017-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-01","E08000021","Total","Aged 25-49","Claimant count",3200,"A","F"
"2017-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-01","E08000021","Total","Aged 50+","Claimant count",1435,"A","F"
"2017-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-02","E08000021","Total","All categories: Age 16+","Claimant count",5935,"A","F"
"2017-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.9,"A","F"
"2017-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-02","E08000021","Total","Aged 16-24","Claimant count",1175,"A","F"
"2017-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-02","E08000021","Total","Aged 25-49","Claimant count",3290,"A","F"
"2017-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-02","E08000021","Total","Aged 50+","Claimant count",1470,"A","F"
"2017-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-03","E08000021","Total","All categories: Age 16+","Claimant count",5985,"A","F"
"2017-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.0,"A","F"
"2017-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-03","E08000021","Total","Aged 16-24","Claimant count",1210,"A","F"
"2017-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-03","E08000021","Total","Aged 25-49","Claimant count",3320,"A","F"
"2017-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-03","E08000021","Total","Aged 50+","Claimant count",1455,"A","F"
"2017-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-04","E08000021","Total","All categories: Age 16+","Claimant count",6075,"A","F"
"2017-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.0,"A","F"
"2017-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-04","E08000021","Total","Aged 16-24","Claimant count",1240,"A","F"
"2017-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-04","E08000021","Total","Aged 25-49","Claimant count",3375,"A","F"
"2017-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-04","E08000021","Total","Aged 50+","Claimant count",1460,"A","F"
"2017-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-05","E08000021","Total","All categories: Age 16+","Claimant count",6170,"A","F"
"2017-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.1,"A","F"
"2017-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-05","E08000021","Total","Aged 16-24","Claimant count",1205,"A","F"
"2017-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-05","E08000021","Total","Aged 25-49","Claimant count",3505,"A","F"
"2017-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-05","E08000021","Total","Aged 50+","Claimant count",1460,"A","F"
"2017-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-06","E08000021","Total","All categories: Age 16+","Claimant count",6210,"A","F"
"2017-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.1,"A","F"
"2017-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-06","E08000021","Total","Aged 16-24","Claimant count",1190,"A","F"
"2017-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-06","E08000021","Total","Aged 25-49","Claimant count",3530,"A","F"
"2017-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-06","E08000021","Total","Aged 50+","Claimant count",1490,"A","F"
"2017-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-07","E08000021","Total","All categories: Age 16+","Claimant count",6455,"A","F"
"2017-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.2,"A","F"
"2017-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-07","E08000021","Total","Aged 16-24","Claimant count",1220,"A","F"
"2017-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-07","E08000021","Total","Aged 25-49","Claimant count",3670,"A","F"
"2017-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-07","E08000021","Total","Aged 50+","Claimant count",1565,"A","F"
"2017-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-08","E08000021","Total","All categories: Age 16+","Claimant count",6720,"A","F"
"2017-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.3,"A","F"
"2017-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-08","E08000021","Total","Aged 16-24","Claimant count",1270,"A","F"
"2017-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-08","E08000021","Total","Aged 25-49","Claimant count",3850,"A","F"
"2017-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-08","E08000021","Total","Aged 50+","Claimant count",1600,"A","F"
"2017-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-09","E08000021","Total","All categories: Age 16+","Claimant count",6910,"A","F"
"2017-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.4,"A","F"
"2017-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-09","E08000021","Total","Aged 16-24","Claimant count",1285,"A","F"
"2017-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-09","E08000021","Total","Aged 25-49","Claimant count",3990,"A","F"
"2017-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-09","E08000021","Total","Aged 50+","Claimant count",1635,"A","F"
"2017-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-10","E08000021","Total","All categories: Age 16+","Claimant count",7150,"A","F"
"2017-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.5,"A","F"
"2017-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-10","E08000021","Total","Aged 16-24","Claimant count",1300,"A","F"
"2017-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-10","E08000021","Total","Aged 25-49","Claimant count",4130,"A","F"
"2017-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-10","E08000021","Total","Aged 50+","Claimant count",1720,"A","F"
"2017-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-11","E08000021","Total","All categories: Age 16+","Claimant count",7270,"A","F"
"2017-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.6,"A","F"
"2017-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-11","E08000021","Total","Aged 16-24","Claimant count",1315,"A","F"
"2017-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-11","E08000021","Total","Aged 25-49","Claimant count",4195,"A","F"
"2017-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-11","E08000021","Total","Aged 50+","Claimant count",1760,"A","F"
"2017-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-12","E08000021","Total","All categories: Age 16+","Claimant count",7475,"A","F"
"2017-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.7,"A","F"
"2017-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2017-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-12","E08000021","Total","Aged 16-24","Claimant count",1350,"A","F"
"2017-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-12","E08000021","Total","Aged 25-49","Claimant count",4280,"A","F"
"2017-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2017-12","E08000021","Total","Aged 50+","Claimant count",1840,"A","F"
"2017-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-01","E08000021","Total","All categories: Age 16+","Claimant count",7600,"A","F"
"2018-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.7,"A","F"
"2018-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-01","E08000021","Total","Aged 16-24","Claimant count",1325,"A","F"
"2018-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-01","E08000021","Total","Aged 25-49","Claimant count",4400,"A","F"
"2018-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-01","E08000021","Total","Aged 50+","Claimant count",1875,"A","F"
"2018-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-02","E08000021","Total","All categories: Age 16+","Claimant count",7945,"A","F"
"2018-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.9,"A","F"
"2018-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-02","E08000021","Total","Aged 16-24","Claimant count",1415,"A","F"
"2018-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-02","E08000021","Total","Aged 25-49","Claimant count",4620,"A","F"
"2018-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-02","E08000021","Total","Aged 50+","Claimant count",1915,"A","F"
"2018-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-03","E08000021","Total","All categories: Age 16+","Claimant count",8000,"A","F"
"2018-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.9,"A","F"
"2018-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-03","E08000021","Total","Aged 16-24","Claimant count",1435,"A","F"
"2018-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-03","E08000021","Total","Aged 25-49","Claimant count",4675,"A","F"
"2018-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-03","E08000021","Total","Aged 50+","Claimant count",1890,"A","F"
"2018-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-04","E08000021","Total","All categories: Age 16+","Claimant count",8545,"A","F"
"2018-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.2,"A","F"
"2018-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-04","E08000021","Total","Aged 16-24","Claimant count",1525,"A","F"
"2018-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-04","E08000021","Total","Aged 25-49","Claimant count",5000,"A","F"
"2018-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-04","E08000021","Total","Aged 50+","Claimant count",2020,"A","F"
"2018-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-05","E08000021","Total","All categories: Age 16+","Claimant count",8235,"A","F"
"2018-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.0,"A","F"
"2018-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-05","E08000021","Total","Aged 16-24","Claimant count",1520,"A","F"
"2018-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-05","E08000021","Total","Aged 25-49","Claimant count",4795,"A","F"
"2018-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-05","E08000021","Total","Aged 50+","Claimant count",1915,"A","F"
"2018-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-06","E08000021","Total","All categories: Age 16+","Claimant count",8135,"A","F"
"2018-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.0,"A","F"
"2018-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-06","E08000021","Total","Aged 16-24","Claimant count",1490,"A","F"
"2018-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-06","E08000021","Total","Aged 25-49","Claimant count",4755,"A","F"
"2018-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-06","E08000021","Total","Aged 50+","Claimant count",1890,"A","F"
"2018-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-07","E08000021","Total","All categories: Age 16+","Claimant count",8085,"A","F"
"2018-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.9,"A","F"
"2018-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-07","E08000021","Total","Aged 16-24","Claimant count",1440,"A","F"
"2018-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-07","E08000021","Total","Aged 25-49","Claimant count",4760,"A","F"
"2018-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-07","E08000021","Total","Aged 50+","Claimant count",1885,"A","F"
"2018-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-08","E08000021","Total","All categories: Age 16+","Claimant count",8210,"A","F"
"2018-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.0,"A","F"
"2018-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-08","E08000021","Total","Aged 16-24","Claimant count",1500,"A","F"
"2018-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-08","E08000021","Total","Aged 25-49","Claimant count",4810,"A","F"
"2018-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-08","E08000021","Total","Aged 50+","Claimant count",1900,"A","F"
"2018-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-09","E08000021","Total","All categories: Age 16+","Claimant count",8250,"A","F"
"2018-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.0,"A","F"
"2018-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-09","E08000021","Total","Aged 16-24","Claimant count",1525,"A","F"
"2018-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-09","E08000021","Total","Aged 25-49","Claimant count",4790,"A","F"
"2018-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-09","E08000021","Total","Aged 50+","Claimant count",1935,"A","F"
"2018-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-10","E08000021","Total","All categories: Age 16+","Claimant count",8385,"A","F"
"2018-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.1,"A","F"
"2018-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-10","E08000021","Total","Aged 16-24","Claimant count",1565,"A","F"
